SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls,saleYear,saleMonth,saleDay,saleDayOfWeek,saleDayOfYear
1252143,20000,1472632,6788,132,1,1986,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1260071,10000,1375670,6788,132,1,1978,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1260933,14000,1182521,6788,132,1,1980,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1368407,18000,1091997,4146,132,1,1965,,,D8H,D8,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Arizona,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,1989,2,28,1,59
1261976,15000,1271022,6788,132,1,1983,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1368491,18500,1544665,4146,132,1,1966,,,D8H,D8,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Arizona,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,1989,2,28,1,59
1252123,23000,1251472,6788,132,1,1986,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1261855,20000,1491494,6788,132,1,1983,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1615786,32000,1393381,8277,132,1,1984,,,710,710,,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1615804,17000,1226329,8089,132,1,1984,,,410,410,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1615880,25000,273221,8371,132,1,1980,,,890,890,,,,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Arizona,TEX,Track Excavators,,OROPS,,,,,,,,,,,Base + 1 Function,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1252015,20000,1188117,6788,132,1,1985,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1596682,9000,1195109,8180,132,1,1978,,,510,510,,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Arizona,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,2,28,1,59
1259731,10000,1246177,6788,132,1,1977,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1616211,20000,1082161,8089,132,1,1984,,,410,410,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1599283,10500,1462541,8089,132,1,1981,,,410,410,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1251801,23000,1341610,6788,132,1,1985,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1251802,20000,1199184,6788,132,1,1985,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1655118,10000,1386760,8528,132,1,1975,,,545,545,,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Arizona,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,2,28,1,59
1251806,20000,1144264,6788,132,1,1985,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1597766,12000,1289903,8180,132,1,1979,,,510,510,,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Arizona,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,2,28,1,59
1259520,10000,1243440,6788,132,1,1977,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1601802,16000,1379823,8308,132,1,1977,,,770,770,,,,,Motorgrader - 145.0 to 170.0 Horsepower,Arizona,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,Sideshift & Tip,"14""",,,,,,,,,,,,,,,,1989,2,28,1,59
1616736,10000,1325978,8041,132,1,1985,,,300,300,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1257061,14000,1337178,6851,132,1,1980,,,850,850,,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Arizona,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,1989,2,28,1,59
1717198,56000,1256267,11835,132,1,1984,,,KSS110Z,KSS110,Z,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Arizona,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,2,28,1,59
1634679,19000,1383631,8215,132,1,1979,,,570,570,,,,,Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity,Arizona,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,1989,2,28,1,59
1616785,10000,1381230,8041,132,1,1985,,,300,300,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1584609,9000,1288778,24488,132,1,1968,,,450,450,,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Arizona,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,2,28,1,59
1261488,18000,1397889,6788,132,1,1981,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1261979,15000,1350347,6788,132,1,1983,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1259634,10000,1304227,6788,132,1,1977,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1327153,39000,1258468,3892,132,1,1975,,,992B,992,B,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,Arizona,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,2,28,1,59
1617617,20000,1425804,8206,132,1,1985,,,550,550,,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Arizona,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,2,28,1,59
1597529,10500,1275169,8089,132,1,1979,,,410,410,,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,2,28,1,59
1345463,67500,1236916,7013,132,1,1978,,,235,235,,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,1989,3,9,3,68
1508221,21000,1186202,4138,132,1,1970,,,D7F,D7,F,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,U,None or Unspecified,,,1989,3,9,3,68
1834217,19000,1392539,12289,132,1,1978,,,8220,8220,,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,1989,3,9,3,68
1482503,29000,1184625,3350,132,1,1980,,,120G,120,G,,,,Motorgrader - 45.0 to 130.0 Horsepower,Washington,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,Sideshift & Tip,"14""",,,,,,,,,,,,,,,,1989,3,9,3,68
1599181,14000,1540409,24488,132,1,1981,,,450,450,,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,3,9,3,68
1265198,25000,1521169,6788,132,1,1984,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1508692,21000,1478686,4138,132,1,1973,,,D7F,D7,F,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,,1989,3,9,3,68
1597003,18000,1202043,8206,132,1,1979,,,550,550,,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,3,9,3,68
1368471,20000,1500822,4146,132,1,1966,,,D8H,D8,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
1458393,42500,1244617,3854,132,1,1980,,,966C,966,C,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1595463,11000,1541538,8050,132,1,1977,,,310,310,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1433410,102500,1192708,1614,132,1,1987,,,D6HLGP,D6,H,,LGP,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Washington,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
1368244,13000,1532606,4146,132,1,1964,,,D8H,D8,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,U,None or Unspecified,,,1989,3,9,3,68
1250228,12000,1553297,6531,132,1,1980,,,350,350,,,,Large / Medium,"Hydraulic Excavator, Track - 50.0 to 66.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,1989,3,9,3,68
1481048,19000,1130533,7291,132,1,1970,,,988,988,,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1595296,22000,1334202,8298,132,1,1977,,,750,750,,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
1250233,17000,1138909,6529,132,1,1981,,,300,300,,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,1989,3,9,3,68
1259764,11000,1366561,6788,132,1,1979,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1250236,23000,1207436,6529,132,1,1981,,,300,300,,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,,1989,3,9,3,68
1596830,11000,1540356,8050,132,1,1979,,,310,310,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1364622,18500,1114147,7289,132,1,1967,,,980,980,,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1423909,57500,1021288,7013,132,1,1979,,,235,235,,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,36 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,,1989,3,9,3,68
1260794,10000,1203639,6788,132,1,1980,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1455211,40000,1443243,4147,132,1,1975,,,D8K,D8,K,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
1483624,13000,1485020,3356,132,1,1970,,,12F,12,F,,,,Motorgrader - 45.0 to 130.0 Horsepower,Washington,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,Sideshift & Tip,"14""",,,,,,,,,,,,,,,,1989,3,9,3,68
1508404,21000,1365511,4138,132,1,1971,,,D7F,D7,F,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
1261077,18000,1218167,6788,132,1,1981,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1369242,26000,1332414,4146,132,1,1970,,,D8H,D8,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,U,None or Unspecified,,,1989,3,9,3,68
1373011,12000,1440765,6979,132,1,1966,,,16,16,,,,,Motorgrader - 200.0 + Horsepower,Washington,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,16',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,Sideshift & Tip,None or Unspecified,,,,,,,,,,,,,,,,1989,3,9,3,68
1720100,70000,1181767,8899,132,1,1985,,,K909,K909,,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,,1989,3,9,3,68
1591752,12000,1393719,24488,132,1,1975,,,450,450,,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,3,9,3,68
1260291,13000,1277691,6788,132,1,1979,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1618348,28000,1394637,8206,132,1,1986,,,550,550,,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Washington,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,3,9,3,68
1596391,21000,1408356,8247,132,1,1978,,,644,644,,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1595561,13000,1355326,24488,132,1,1978,,,450,450,,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,3,9,3,68
1433450,114000,1195530,1614,132,1,1987,,,D6HLGP,D6,H,,LGP,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Washington,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
1857670,12000,1287456,10764,132,1,1972,,,H80,H80,,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1671656,11000,1385249,8588,132,1,1984,,,755,755,,,,,Backhoe Loader - Unidentified,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1600709,36000,1212629,8247,132,1,1982,,,644,644,,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,3 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1369465,35000,1019784,4146,132,1,1971,,,D8H,D8,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Washington,TTT,Track Type Tractors,,EROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,U,Lever,,,1989,3,9,3,68
1596656,18000,1095371,8206,132,1,1978,,,550,550,,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,3,9,3,68
1484570,31000,1407908,3876,132,1,1975,,,980B,980,B,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1259624,10000,1502786,6788,132,1,1978,,,580,580,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1989,3,9,3,68
1597280,23000,1175570,8346,132,1,1979,,,850,850,,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Washington,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,1989,3,9,3,68
1327127,49000,1225442,3892,132,1,1974,,,992B,992,B,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,Washington,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,1989,3,9,3,68
1300628,23000,1213473,4123,132,1,1968,,,D6C,D6,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
1369078,23000,1495530,4146,132,1,1969,,,D8H,D8,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,1989,3,9,3,68
